Draw ID,N1,N2,N3,N4,N5,N6,Sum,N1_color,N2_color,N3_color,N4_color,N5_color,N6_color
4957715,12,6,17,37,29,19.0,120.0,Green,Green,Blue,Red,Blue,Red
4957714,19,20,48,9,24,30.0,150.0,Red,Blue,Green,Green,Green,Green
4957713,18,12,43,31,13,25.0,142.0,Green,Green,Red,Red,Red,Red
4957712,2,11,33,7,40,48.0,141.0,Blue,Blue,Green,Red,Red,Green
4957711,45,47,34,11,42,19.0,198.0,Green,Blue,Red,Blue,Green,Red
4957710,14,49,7,45,24,6.0,145.0,Blue,Yellow,Red,Green,Green,Green
4957709,20,4,32,10,14,45.0,125.0,Blue,Red,Blue,Red,Blue,Green
4957708,23,35,41,25,49,29.0,202.0,Blue,Blue,Blue,Red,Yellow,Blue
4957707,27,5,44,19,4,7.0,106.0,Green,Blue,Blue,Red,Red,Red
4957706,47,24,34,25,9,45.0,184.0,Blue,Green,Red,Red,Green,Green
4957705,17,37,7,1,10,8.0,80.0,Blue,Red,Red,Red,Red,Blue
4957704,2,31,46,23,47,25.0,174.0,Blue,Red,Red,Blue,Blue,Red
4957703,41,37,33,3,43,29.0,186.0,Blue,Red,Green,Green,Red,Blue
4957702,38,33,23,36,49,47.0,226.0,Blue,Green,Blue,Green,Yellow,Blue
4957701,49,8,25,14,46,9.0,151.0,Yellow,Blue,Red,Blue,Red,Green
4957700,41,9,10,45,31,7.0,143.0,Blue,Green,Red,Green,Red,Red
4957699,34,21,4,43,13,18.0,133.0,Red,Green,Red,Red,Red,Green
4957698,10,46,21,34,45,24.0,180.0,Red,Red,Green,Red,Green,Green
4957697,46,23,2,10,9,36.0,126.0,Red,Blue,Blue,Red,Green,Green
4957696,47,11,48,45,6,15.0,172.0,Blue,Blue,Green,Green,Green,Green
4957695,11,4,7,48,1,21.0,92.0,Blue,Red,Red,Green,Red,Green
4957694,14,22,2,4,46,24.0,112.0,Blue,Red,Blue,Red,Red,Green
4957693,16,17,8,47,42,33.0,163.0,Red,Blue,Blue,Blue,Green,Green
4957692,27,15,9,24,29,37.0,141.0,Green,Green,Green,Green,Blue,Red
4957691,43,42,26,21,43,19.0,194.0,Red,Green,Blue,Green,Red,Red
4957690,41,39,23,37,5,36.0,181.0,Blue,Green,Blue,Red,Blue,Green
4957689,14,2,10,49,41,27.0,143.0,Blue,Blue,Red,Yellow,Blue,Green
4957688,33,5,44,20,14,30.0,146.0,Green,Blue,Blue,Blue,Blue,Green
4957687,33,31,1,27,8,9.0,109.0,Green,Red,Red,Green,Blue,Green
4957686,2,38,40,23,37,48.0,188.0,Blue,Blue,Red,Blue,Red,Green
4957685,42,26,45,30,12,5.0,160.0,Green,Blue,Green,Green,Green,Blue
4957684,45,3,14,43,28,19.0,152.0,Green,Green,Blue,Red,Red,Red
4957683,43,32,18,37,11,1.0,142.0,Red,Blue,Green,Red,Blue,Red
4957682,49,33,29,27,23,4.0,165.0,Yellow,Green,Blue,Green,Blue,Red
4957681,38,1,26,34,21,15.0,135.0,Blue,Red,Blue,Red,Green,Green
4957680,46,11,49,29,9,14.0,158.0,Red,Blue,Yellow,Blue,Green,Blue
4957679,9,28,22,26,21,11.0,117.0,Green,Red,Red,Blue,Green,Blue
4957678,30,9,14,27,38,41.0,159.0,Green,Green,Blue,Green,Blue,Blue
4957677,1,24,7,32,20,4.0,88.0,Red,Green,Red,Blue,Blue,Red
4957676,29,8,31,14,48,49.0,179.0,Blue,Blue,Red,Blue,Green,Yellow
4957675,43,9,8,13,5,38.0,116.0,Red,Green,Blue,Red,Blue,Blue
4957674,31,45,17,48,36,34.0,211.0,Red,Green,Blue,Green,Green,Red
4957673,29,41,33,4,18,19.0,144.0,Blue,Blue,Green,Red,Green,Red
4957672,24,2,23,22,4,27.0,102.0,Green,Blue,Blue,Red,Red,Green
4957671,27,16,2,25,7,48.0,125.0,Green,Red,Blue,Red,Red,Green
4957670,38,22,49,4,32,10.0,155.0,Blue,Red,Yellow,Red,Blue,Red
4957669,47,11,19,25,36,7.0,145.0,Blue,Blue,Red,Red,Green,Red
4957668,44,30,36,9,14,20.0,153.0,Blue,Green,Green,Green,Blue,Blue
4957667,22,44,11,32,46,34.0,189.0,Red,Blue,Blue,Blue,Red,Red
4957666,16,21,14,42,24,32.0,149.0,Red,Green,Blue,Green,Green,Blue
4957665,25,3,27,14,19,11.0,99.0,Red,Green,Green,Blue,Red,Blue
4957664,8,47,43,4,25,14.0,141.0,Blue,Blue,Red,Red,Red,Blue
4957663,28,37,44,1,43,45.0,198.0,Red,Red,Blue,Red,Red,Green
4957662,30,38,5,14,9,47.0,143.0,Green,Blue,Blue,Blue,Green,Blue
4957661,23,34,2,17,4,47.0,127.0,Blue,Red,Blue,Blue,Red,Blue
4957660,24,33,37,32,18,19.0,163.0,Green,Green,Red,Blue,Green,Red
4957659,45,3,49,46,29,23.0,195.0,Green,Green,Yellow,Red,Blue,Blue
4957658,4,2,43,14,42,19.0,124.0,Red,Blue,Red,Blue,Green,Red
4957657,19,7,44,33,49,4.0,156.0,Red,Red,Blue,Green,Yellow,Red
4957656,9,8,45,24,10,46.0,142.0,Green,Blue,Green,Green,Red,Red
4957655,21,33,37,14,4,30.0,139.0,Green,Green,Red,Blue,Red,Green
4957654,3,1,19,35,21,14.0,93.0,Green,Red,Red,Blue,Green,Blue
4957653,41,32,17,23,3,39.0,155.0,Blue,Blue,Blue,Blue,Green,Green
4957652,31,10,29,28,14,23.0,135.0,Red,Red,Blue,Red,Blue,Blue
4957651,44,20,37,39,26,17.0,183.0,Blue,Blue,Red,Green,Blue,Blue
4957650,16,18,15,10,43,31.0,133.0,Red,Green,Green,Red,Red,Red
4957649,7,45,11,25,38,24.0,150.0,Red,Green,Blue,Red,Blue,Green
4957648,17,45,40,31,1,20.0,154.0,Blue,Green,Red,Red,Red,Blue
4957647,33,40,38,11,17,44.0,183.0,Green,Red,Blue,Blue,Blue,Blue
4957646,4,35,28,24,48,49.0,188.0,Red,Blue,Red,Green,Green,Yellow
4957645,13,31,23,4,28,22.0,121.0,Red,Red,Blue,Red,Red,Red
4957644,26,8,11,42,3,25.0,115.0,Blue,Blue,Blue,Green,Green,Red
4957643,42,37,43,2,19,33.0,176.0,Green,Red,Red,Blue,Red,Green
4957642,35,11,5,44,42,21.0,158.0,Blue,Blue,Blue,Blue,Green,Green
4957641,15,36,2,6,38,43.0,140.0,Green,Green,Blue,Green,Blue,Red
4957640,5,44,31,48,35,45.0,208.0,Blue,Blue,Red,Green,Blue,Green
4957639,19,9,20,15,44,34.0,141.0,Red,Green,Blue,Green,Blue,Red
4957638,25,43,29,34,8,31.0,170.0,Red,Red,Blue,Red,Blue,Red
4957637,21,4,16,8,49,35.0,133.0,Green,Red,Red,Blue,Yellow,Blue
4957636,3,45,13,47,22,36.0,166.0,Green,Green,Red,Blue,Red,Green
4957635,3,17,22,13,39,40.0,134.0,Green,Blue,Red,Red,Green,Red
4957634,14,35,6,37,48,13.0,153.0,Blue,Blue,Green,Red,Green,Red
4957633,36,28,27,17,5,49.0,162.0,Green,Red,Green,Blue,Blue,Yellow
4957632,8,32,31,28,36,7.0,142.0,Blue,Blue,Red,Red,Green,Red
4957631,19,24,21,22,8,14.0,108.0,Red,Green,Green,Red,Blue,Blue
4957630,20,10,16,4,2,30.0,82.0,Blue,Red,Red,Red,Blue,Green
4957629,2,46,16,27,44,22.0,157.0,Blue,Red,Red,Green,Blue,Red
4957628,20,9,19,26,15,27.0,116.0,Blue,Green,Red,Blue,Green,Green
4957627,26,32,28,20,13,34.0,153.0,Blue,Blue,Red,Blue,Red,Red
4957626,27,16,13,5,47,48.0,156.0,Green,Red,Red,Blue,Blue,Green
4957625,48,15,16,27,39,5.0,150.0,Green,Green,Red,Green,Green,Blue
4957624,26,3,33,1,24,40.0,127.0,Blue,Green,Green,Red,Green,Red
4957623,8,25,2,36,12,46.0,129.0,Blue,Red,Blue,Green,Green,Red
4957622,44,17,18,34,40,2.0,155.0,Blue,Blue,Green,Red,Red,Blue
4957621,17,25,24,47,21,11.0,145.0,Blue,Red,Green,Blue,Green,Blue
4957620,15,33,48,34,8,26.0,164.0,Green,Green,Green,Red,Blue,Blue
4957619,34,17,39,31,30,11.0,162.0,Red,Blue,Green,Red,Green,Blue
4957618,36,41,10,49,3,39.0,178.0,Green,Blue,Red,Yellow,Green,Green
4957617,15,48,36,46,3,17.0,165.0,Green,Green,Green,Red,Green,Blue
4957616,10,31,27,46,28,42.0,184.0,Red,Red,Green,Red,Red,Green
4957615,7,39,27,36,21,14.0,144.0,Red,Green,Green,Green,Green,Blue
4957614,36,30,12,5,43,2.0,128.0,Green,Green,Green,Blue,Red,Blue
4957613,8,32,9,40,20,4.0,113.0,Blue,Blue,Green,Red,Blue,Red
4957612,24,14,1,21,47,25.0,132.0,Green,Blue,Red,Green,Blue,Red
4957611,33,36,17,18,4,15.0,123.0,Green,Green,Blue,Green,Red,Green
4957610,2,18,48,45,49,44.0,206.0,Blue,Green,Green,Green,Yellow,Blue
4957609,13,14,4,49,22,41.0,143.0,Red,Blue,Red,Yellow,Red,Blue
4957608,19,17,5,6,8,28.0,83.0,Red,Blue,Blue,Green,Blue,Red
4957607,37,4,17,1,5,18.0,82.0,Red,Red,Blue,Red,Blue,Green
4957606,42,28,33,37,27,38.0,205.0,Green,Red,Green,Red,Green,Blue
4957605,43,32,29,46,34,17.0,201.0,Red,Blue,Blue,Red,Red,Blue
4957604,14,45,25,22,7,44.0,157.0,Blue,Green,Red,Red,Red,Blue
4957603,8,22,49,34,44,24.0,181.0,Blue,Red,Yellow,Red,Blue,Green
4957602,47,31,35,14,7,49.0,183.0,Blue,Red,Blue,Blue,Red,Yellow
4957601,23,32,30,7,26,22.0,140.0,Blue,Blue,Green,Red,Blue,Red
4957600,34,27,6,46,31,37.0,181.0,Red,Green,Green,Red,Red,Red
4957599,13,5,46,43,6,12.0,125.0,Red,Blue,Red,Red,Green,Green
4957598,40,18,25,32,10,35.0,160.0,Red,Green,Red,Blue,Red,Blue
4957597,33,46,48,28,44,40.0,239.0,Green,Red,Green,Red,Blue,Red
4957596,13,23,13,27,42,48.0,166.0,Red,Blue,Red,Green,Green,Green
4957595,20,3,42,26,18,1.0,110.0,Blue,Green,Green,Blue,Green,Red
4957594,25,44,2,42,12,45.0,170.0,Red,Blue,Blue,Green,Green,Green
4957593,25,40,14,41,9,4.0,133.0,Red,Red,Blue,Blue,Green,Red
4957592,34,9,28,12,27,43.0,153.0,Red,Green,Red,Green,Green,Red
4957591,5,46,20,29,9,31.0,140.0,Blue,Red,Blue,Blue,Green,Red
4957590,31,33,49,48,2,45.0,208.0,Red,Green,Yellow,Green,Blue,Green
4957587,15,10,16,48,39,6.0,134.0,Green,Red,Red,Green,Green,Green
4957586,31,28,37,18,35,48.0,197.0,Red,Red,Red,Green,Blue,Green
4957585,41,12,26,7,30,31.0,147.0,Blue,Green,Blue,Red,Green,Red
4957584,17,44,41,45,6,30.0,183.0,Blue,Blue,Blue,Green,Green,Green
4957583,37,16,41,33,22,11.0,160.0,Red,Red,Blue,Green,Red,Blue
4957582,32,23,36,13,26,29.0,159.0,Blue,Blue,Green,Red,Blue,Blue
4957581,21,46,26,42,12,35.0,182.0,Green,Red,Blue,Green,Green,Blue
4957580,27,8,35,17,9,40.0,136.0,Green,Blue,Blue,Blue,Green,Red
4957579,23,12,5,29,1,33.0,103.0,Blue,Green,Blue,Blue,Red,Green
4957578,32,15,9,26,28,21.0,131.0,Blue,Green,Green,Blue,Red,Green
4957577,21,47,6,46,31,30.0,181.0,Green,Blue,Green,Red,Red,Green
4957576,22,30,18,6,23,26.0,125.0,Red,Green,Green,Green,Blue,Blue
4957575,17,43,4,11,47,18.0,140.0,Blue,Red,Red,Blue,Blue,Green
4957574,37,44,15,21,48,42.0,207.0,Red,Blue,Green,Green,Green,Green
4957573,24,7,26,21,23,6.0,107.0,Green,Red,Blue,Green,Blue,Green
4957572,1,44,3,14,42,26.0,130.0,Red,Blue,Green,Blue,Green,Blue
4957571,33,48,26,20,35,24.0,186.0,Green,Green,Blue,Blue,Blue,Green
4957570,6,7,2,29,35,12.0,91.0,Green,Red,Blue,Blue,Blue,Green
4957569,14,37,34,12,11,17.0,125.0,Blue,Red,Red,Green,Blue,Blue
4957568,25,49,26,1,35,8.0,144.0,Red,Yellow,Blue,Red,Blue,Blue
4957567,6,21,32,10,28,29.0,126.0,Green,Green,Blue,Red,Red,Blue
4957566,49,10,22,11,37,31.0,160.0,Yellow,Red,Red,Blue,Red,Red
4957565,1,49,6,43,20,30.0,149.0,Red,Yellow,Green,Red,Blue,Green
4957564,28,6,36,12,32,47.0,161.0,Red,Green,Green,Green,Blue,Blue
4957563,21,27,1,14,9,26.0,98.0,Green,Green,Red,Blue,Green,Blue
4957562,10,13,30,22,46,23.0,144.0,Red,Red,Green,Red,Red,Blue
4957561,41,23,38,9,31,22.0,164.0,Blue,Blue,Blue,Green,Red,Red
4957560,45,16,36,49,18,47.0,211.0,Green,Red,Green,Yellow,Green,Blue
4957559,27,9,49,38,41,28.0,192.0,Green,Green,Yellow,Blue,Blue,Red
4957558,16,34,12,26,10,24.0,122.0,Red,Red,Green,Blue,Red,Green
4957557,49,44,30,33,46,7.0,209.0,Yellow,Blue,Green,Green,Red,Red
4957556,2,10,17,25,41,46.0,141.0,Blue,Red,Blue,Red,Blue,Red
4957555,49,4,37,30,25,7.0,152.0,Yellow,Red,Red,Green,Red,Red
4957554,19,49,12,11,4,20.0,115.0,Red,Yellow,Green,Blue,Red,Blue
4957553,6,38,35,45,44,1.0,169.0,Green,Blue,Blue,Green,Blue,Red
4957552,6,14,30,47,24,27.0,148.0,Green,Blue,Green,Blue,Green,Green
4957551,43,20,42,29,39,15.0,188.0,Red,Blue,Green,Blue,Green,Green
4957550,8,15,2,3,11,13.0,52.0,Blue,Green,Blue,Green,Blue,Red
4957549,3,9,5,25,18,31.0,91.0,Green,Green,Blue,Red,Green,Red
4957548,36,28,5,7,4,47.0,127.0,Green,Red,Blue,Red,Red,Blue
4957547,19,6,41,8,14,4.0,92.0,Red,Green,Blue,Blue,Blue,Red
4957546,3,8,42,39,14,47.0,153.0,Green,Blue,Green,Green,Blue,Blue
4957545,31,34,16,7,23,44.0,155.0,Red,Red,Red,Red,Blue,Blue
4957544,32,21,12,8,6,23.0,102.0,Blue,Green,Green,Blue,Green,Blue
4957543,9,3,33,15,35,6.0,101.0,Green,Green,Green,Green,Blue,Green
4957542,25,47,7,23,37,35.0,174.0,Red,Blue,Red,Blue,Red,Blue
4957541,41,6,45,5,14,34.0,145.0,Blue,Green,Green,Blue,Blue,Red
4957540,44,30,29,27,12,32.0,174.0,Blue,Green,Blue,Green,Green,Blue
4957539,33,9,37,10,11,20.0,120.0,Green,Green,Red,Red,Blue,Blue
4957538,41,33,18,32,43,45.0,212.0,Blue,Green,Green,Blue,Red,Green
4957537,22,41,19,49,8,40.0,179.0,Red,Blue,Red,Yellow,Blue,Red
4957536,26,10,30,9,22,7.0,104.0,Blue,Red,Green,Green,Red,Red
4957535,19,29,36,39,4,14.0,141.0,Red,Blue,Green,Green,Red,Blue
4957534,26,6,44,30,28,16.0,150.0,Blue,Green,Blue,Green,Red,Red
4957533,20,13,19,15,39,3.0,109.0,Blue,Red,Red,Green,Green,Green
4957532,6,32,34,27,46,33.0,178.0,Green,Blue,Red,Green,Red,Green
4957531,24,21,20,1,32,47.0,145.0,Green,Green,Blue,Red,Blue,Blue
4957530,29,32,49,15,20,2.0,147.0,Blue,Blue,Yellow,Green,Blue,Blue
4957529,28,37,1,33,12,20.0,131.0,Red,Red,Red,Green,Green,Blue
4957528,34,33,42,32,41,31.0,213.0,Red,Green,Green,Blue,Blue,Red
4957527,44,23,35,22,43,6.0,173.0,Blue,Blue,Blue,Red,Red,Green
4957526,43,30,27,22,12,24.0,158.0,Red,Green,Green,Red,Green,Green
4957525,9,45,33,27,19,37.0,170.0,Green,Green,Green,Green,Red,Red
4957524,2,37,28,33,48,47.0,195.0,Blue,Red,Red,Green,Green,Blue
4957523,23,40,22,21,49,44.0,199.0,Blue,Red,Red,Green,Yellow,Blue
4957522,24,41,3,33,42,17.0,160.0,Green,Blue,Green,Green,Green,Blue
4957521,40,27,19,35,17,13.0,151.0,Red,Green,Red,Blue,Blue,Red
4957520,43,32,20,9,31,18.0,153.0,Red,Blue,Blue,Green,Red,Green
4957519,37,8,42,28,39,29.0,183.0,Red,Blue,Green,Red,Green,Blue
4957518,4,9,8,32,29,45.0,127.0,Red,Green,Blue,Blue,Blue,Green
4957517,26,28,4,31,40,10.0,139.0,Blue,Red,Red,Red,Red,Red
4957516,28,19,31,35,16,3.0,132.0,Red,Red,Red,Blue,Red,Green
4957515,46,32,42,8,37,4.0,169.0,Red,Blue,Green,Blue,Red,Red
4957514,16,13,15,19,48,17.0,128.0,Red,Red,Green,Red,Green,Blue
4957513,47,48,33,8,7,41.0,184.0,Blue,Green,Green,Blue,Red,Blue
4957512,9,39,2,17,21,24.0,112.0,Green,Green,Blue,Blue,Green,Green
4957511,11,25,12,39,9,44.0,140.0,Blue,Red,Green,Green,Green,Blue
4957510,38,36,6,41,46,7.0,174.0,Blue,Green,Green,Blue,Red,Red
4957509,7,25,21,45,20,12.0,130.0,Red,Red,Green,Green,Blue,Green
4957508,48,5,32,4,28,19.0,136.0,Green,Blue,Blue,Red,Red,Red
4957507,26,49,45,33,36,39.0,228.0,Blue,Yellow,Green,Green,Green,Green
4957506,24,21,11,43,15,43.0,157.0,Green,Green,Blue,Red,Green,Red
4957505,1,30,22,2,36,21.0,112.0,Red,Green,Red,Blue,Green,Green
4957504,1,7,28,32,35,30.0,133.0,Red,Red,Red,Blue,Blue,Green
4957503,7,12,31,48,46,24.0,168.0,Red,Green,Red,Green,Red,Green
4957502,15,23,46,9,19,20.0,132.0,Green,Blue,Red,Green,Red,Blue
4957501,25,2,26,27,20,36.0,136.0,Red,Blue,Blue,Green,Blue,Green
4957500,18,39,46,23,35,16.0,177.0,Green,Green,Red,Blue,Blue,Red
4957499,28,1,33,10,37,18.0,127.0,Red,Red,Green,Red,Red,Green
4957498,13,25,41,32,23,49.0,183.0,Red,Red,Blue,Blue,Blue,Yellow
4957497,45,21,17,31,32,39.0,185.0,Green,Green,Blue,Red,Blue,Green
4957496,20,33,8,45,46,15.0,167.0,Blue,Green,Blue,Green,Red,Green
4957495,10,34,37,39,1,49.0,170.0,Red,Red,Red,Green,Red,Yellow
4957494,19,2,13,27,25,16.0,102.0,Red,Blue,Red,Green,Red,Red
4957493,47,23,17,31,30,26.0,174.0,Blue,Blue,Blue,Red,Green,Blue
4957492,29,18,30,40,36,5.0,158.0,Blue,Green,Green,Red,Green,Blue
4957491,39,46,12,40,48,45.0,230.0,Green,Red,Green,Red,Green,Green
4957490,19,22,1,17,28,8.0,95.0,Red,Red,Red,Blue,Red,Blue
4957489,41,2,43,21,27,22.0,156.0,Blue,Blue,Red,Green,Green,Red
4957488,15,48,20,8,26,27.0,144.0,Green,Green,Blue,Blue,Blue,Green
4957487,3,31,29,5,27,26.0,121.0,Green,Red,Blue,Blue,Green,Blue
4957486,27,36,2,8,21,1.0,95.0,Green,Green,Blue,Blue,Green,Red
4957485,34,10,24,21,44,20.0,153.0,Red,Red,Green,Green,Blue,Blue
4957484,18,24,2,7,47,41.0,139.0,Green,Green,Blue,Red,Blue,Blue
4957483,34,23,7,30,29,12.0,135.0,Red,Blue,Red,Green,Blue,Green
4957481,32,3,21,34,19,24.0,133.0,Blue,Green,Green,Red,Red,Green
4957480,4,15,9,21,22,8.0,79.0,Red,Green,Green,Green,Red,Blue
4957479,30,7,46,23,47,17.0,170.0,Green,Red,Red,Blue,Blue,Blue
4957478,42,15,47,18,23,10.0,155.0,Green,Green,Blue,Green,Blue,Red
4957477,8,40,45,33,29,5.0,160.0,Blue,Red,Green,Green,Blue,Blue
4957476,3,14,8,7,40,32.0,104.0,Green,Blue,Blue,Red,Red,Blue
4957475,41,9,30,12,44,5.0,141.0,Blue,Green,Green,Green,Blue,Blue
4957474,11,15,48,35,6,28.0,143.0,Blue,Green,Green,Blue,Green,Red
4957473,39,41,46,45,35,2.0,208.0,Green,Blue,Red,Green,Blue,Blue
4957472,47,35,4,15,23,34.0,158.0,Blue,Blue,Red,Green,Blue,Red
4957471,22,7,15,5,25,39.0,113.0,Red,Red,Green,Blue,Red,Green
4957470,36,14,47,21,44,8.0,170.0,Green,Blue,Blue,Green,Blue,Blue
4957469,19,16,47,37,46,41.0,206.0,Red,Red,Blue,Red,Red,Blue
4957468,43,44,29,8,9,28.0,161.0,Red,Blue,Blue,Blue,Green,Red
4957467,34,13,4,1,35,5.0,92.0,Red,Red,Red,Red,Blue,Blue
4957466,40,12,30,2,20,44.0,148.0,Red,Green,Green,Blue,Blue,Blue
4957465,2,4,41,28,39,25.0,139.0,Blue,Red,Blue,Red,Green,Red
4957464,33,28,1,7,39,11.0,119.0,Green,Red,Red,Red,Green,Blue
4957463,7,47,33,39,29,43.0,198.0,Red,Blue,Green,Green,Blue,Red
4957462,8,40,15,35,45,11.0,154.0,Blue,Red,Green,Blue,Green,Blue
4957461,13,36,8,25,5,45.0,132.0,Red,Green,Blue,Red,Blue,Green
4957460,1,13,8,10,17,20.0,69.0,Red,Red,Blue,Red,Blue,Blue
4957459,1,18,11,49,39,6.0,124.0,Red,Green,Blue,Yellow,Green,Green
4957458,46,28,42,2,6,41.0,165.0,Red,Red,Green,Blue,Green,Blue
4957457,4,7,21,13,30,19.0,94.0,Red,Red,Green,Red,Green,Red
4957456,20,47,32,24,25,19.0,167.0,Blue,Blue,Blue,Green,Red,Red
4957455,32,14,45,48,22,11.0,172.0,Blue,Blue,Green,Green,Red,Blue
4957454,37,46,14,33,11,6.0,147.0,Red,Red,Blue,Green,Blue,Green
4957453,45,20,30,3,2,49.0,149.0,Green,Blue,Green,Green,Blue,Yellow
4957452,27,46,23,40,38,47.0,221.0,Green,Red,Blue,Red,Blue,Blue
4957451,46,3,20,43,29,8.0,149.0,Red,Green,Blue,Red,Blue,Blue
4957450,5,44,23,17,11,24.0,124.0,Blue,Blue,Blue,Blue,Blue,Green
4957449,11,29,10,46,27,30.0,153.0,Blue,Blue,Red,Red,Green,Green
4957448,48,13,45,31,10,12.0,159.0,Green,Red,Green,Red,Red,Green
4957447,47,2,22,39,12,25.0,147.0,Blue,Blue,Red,Green,Green,Red
4957446,36,21,6,34,33,23.0,153.0,Green,Green,Green,Red,Green,Blue
4957445,32,8,23,28,21,39.0,151.0,Blue,Blue,Blue,Red,Green,Green
4957444,18,28,48,6,49,21.0,170.0,Green,Red,Green,Green,Yellow,Green
4957443,7,8,17,43,16,12.0,103.0,Red,Blue,Blue,Red,Red,Green
4957442,44,25,31,36,30,4.0,170.0,Blue,Red,Red,Green,Green,Red
4957441,39,17,28,11,1,47.0,143.0,Green,Blue,Red,Blue,Red,Blue
4957440,23,27,35,42,18,34.0,179.0,Blue,Green,Blue,Green,Green,Red
4957439,34,13,49,41,46,19.0,202.0,Red,Red,Yellow,Blue,Red,Red
4957438,22,30,21,26,41,27.0,167.0,Red,Green,Green,Blue,Blue,Green
4957437,38,43,49,31,36,16.0,213.0,Blue,Red,Yellow,Red,Green,Red
4957436,35,28,29,14,3,33.0,142.0,Blue,Red,Blue,Blue,Green,Green
4957435,18,14,8,10,22,15.0,87.0,Green,Blue,Blue,Red,Red,Green
4957434,7,47,9,3,10,25.0,101.0,Red,Blue,Green,Green,Red,Red
4957433,12,3,35,28,5,36.0,119.0,Green,Green,Blue,Red,Blue,Green
4957432,37,4,14,13,16,8.0,92.0,Red,Red,Blue,Red,Red,Blue
4957431,49,25,13,35,30,42.0,194.0,Yellow,Red,Red,Blue,Green,Green
4957430,19,21,49,44,38,22.0,193.0,Red,Green,Yellow,Blue,Blue,Red
4957429,42,34,15,49,43,31.0,214.0,Green,Red,Green,Yellow,Red,Red
4957428,27,19,29,32,24,37.0,168.0,Green,Red,Blue,Blue,Green,Red
4957427,33,28,42,19,8,10.0,140.0,Green,Red,Green,Red,Blue,Red
4957426,40,34,16,6,11,24.0,131.0,Red,Red,Red,Green,Blue,Green
4957425,42,27,45,16,37,38.0,205.0,Green,Green,Green,Red,Red,Blue
4957424,41,28,48,35,44,2.0,198.0,Blue,Red,Green,Blue,Blue,Blue
4957423,21,33,41,37,35,46.0,213.0,Green,Green,Blue,Red,Blue,Red
4957422,3,49,29,17,38,11.0,147.0,Green,Yellow,Blue,Blue,Blue,Blue
4957421,4,42,46,47,21,12.0,172.0,Red,Green,Red,Blue,Green,Green
4957420,47,36,35,31,20,8.0,177.0,Blue,Green,Blue,Red,Blue,Blue
4957419,36,1,17,8,28,22.0,112.0,Green,Red,Blue,Blue,Red,Red
4957418,45,31,36,41,14,35.0,202.0,Green,Red,Green,Blue,Blue,Blue
4957417,10,20,40,3,19,17.0,109.0,Red,Blue,Red,Green,Red,Blue
4957416,14,7,18,4,29,12.0,84.0,Blue,Red,Green,Red,Blue,Green
4957415,37,8,16,21,12,40.0,134.0,Red,Blue,Red,Green,Green,Red
4957414,41,16,18,28,8,21.0,132.0,Blue,Red,Green,Red,Blue,Green
4957413,7,40,20,49,19,9.0,144.0,Red,Red,Blue,Yellow,Red,Green
4957412,19,49,18,33,20,35.0,174.0,Red,Yellow,Green,Green,Blue,Blue
4957411,2,18,39,30,29,42.0,160.0,Blue,Green,Green,Green,Blue,Green
4957410,24,21,30,33,49,34.0,191.0,Green,Green,Green,Green,Yellow,Red
4957409,35,28,38,5,22,40.0,168.0,Blue,Red,Blue,Blue,Red,Red
4957408,28,43,12,5,4,9.0,101.0,Red,Red,Green,Blue,Red,Green
4957407,47,33,14,10,1,8.0,113.0,Blue,Green,Blue,Red,Red,Blue
4957406,30,17,42,14,20,31.0,154.0,Green,Blue,Green,Blue,Blue,Red
4957405,12,38,15,48,32,49.0,194.0,Green,Blue,Green,Green,Blue,Yellow
4957404,10,1,8,5,21,31.0,76.0,Red,Red,Blue,Blue,Green,Red
4957403,7,19,44,26,41,32.0,169.0,Red,Red,Blue,Blue,Blue,Blue
4957402,16,5,27,45,20,34.0,147.0,Red,Blue,Green,Green,Blue,Red
4957401,46,26,20,9,19,16.0,136.0,Red,Blue,Blue,Green,Red,Red
4957400,8,12,43,5,39,6.0,113.0,Blue,Green,Red,Blue,Green,Green
4957399,35,10,30,45,43,23.0,186.0,Blue,Red,Green,Green,Red,Blue
4957398,39,35,28,23,25,37.0,187.0,Green,Blue,Red,Blue,Red,Red
4957397,41,22,25,21,15,17.0,141.0,Blue,Red,Red,Green,Green,Blue
4957396,37,16,8,6,45,47.0,159.0,Red,Red,Blue,Green,Green,Blue
4957395,39,32,42,48,4,16.0,181.0,Green,Blue,Green,Green,Red,Red
4957394,7,11,14,18,1,39.0,90.0,Red,Blue,Blue,Green,Red,Green
4957393,35,2,25,15,13,33.0,123.0,Blue,Blue,Red,Green,Red,Green
4957392,24,49,47,43,16,19.0,198.0,Green,Yellow,Blue,Red,Red,Red
4957391,48,2,46,27,9,34.0,166.0,Green,Blue,Red,Green,Green,Red
4957390,32,29,2,47,9,8.0,127.0,Blue,Blue,Blue,Blue,Green,Blue
4957389,34,42,16,11,22,24.0,149.0,Red,Green,Red,Blue,Red,Green
4957388,14,24,13,22,25,48.0,146.0,Blue,Green,Red,Red,Red,Green
4957387,11,38,33,1,48,19.0,150.0,Blue,Blue,Green,Red,Green,Red
4957386,47,20,2,1,18,33.0,121.0,Blue,Blue,Blue,Red,Green,Green
4957385,39,22,10,33,41,4.0,149.0,Green,Red,Red,Green,Blue,Red
4957384,21,40,49,43,35,25.0,213.0,Green,Red,Yellow,Red,Blue,Red
